year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit
2020,G,Retail Trade,i_Industry_Total,Rolling mean employees,217695,COUNT
2020,G,Retail Trade,i_Industry_Total,Salaries and wages paid,9428,DOLLARS(millions)
2020,G,Retail Trade,i_Industry_Total,"Sales, government funding, grants and subsidies",79017,DOLLARS(millions)
2020,G,Retail Trade,i_Industry_Total,Total assets,39377,DOLLARS(millions)
2020,G,Retail Trade,i_Industry_Total,Total expenditure,76154,DOLLARS(millions)
2020,G,Retail Trade,i_Industry_Total,Total income,79380,DOLLARS(millions)
2020,H,Accommodation and Food Services,a_0,Activity unit,7485,COUNT
2020,H,Accommodation and Food Services,a_0,Fixed tangible assets,2854,DOLLARS(millions)
2020,H,Accommodation and Food Services,a_0,Operating profit before tax,142,DOLLARS(millions)
2020,H,Accommodation and Food Services,a_0,Rolling mean employees,0,COUNT
2020,H,Accommodation and Food Services,a_0,Salaries and wages paid,245,DOLLARS(millions)
2020,H,Accommodation and Food Services,a_0,"Sales, government funding, grants and subsidies",1354,DOLLARS(millions)
2020,H,Accommodation and Food Services,a_0,Total assets,4125,DOLLARS(millions)
2020,H,Accommodation and Food Services,a_0,Total expenditure,1250,DOLLARS(millions)
2020,H,Accommodation and Food Services,a_0,Total income,1418,DOLLARS(millions)
2020,H,Accommodation and Food Services,b_1-5,Activity unit,8253,COUNT
2020,H,Accommodation and Food Services,b_1-5,Fixed tangible assets,1479,DOLLARS(millions)
2020,H,Accommodation and Food Services,b_1-5,Operating profit before tax,114,DOLLARS(millions)
2020,H,Accommodation and Food Services,b_1-5,Rolling mean employees,21204,COUNT
2020,H,Accommodation and Food Services,b_1-5,Salaries and wages paid,668,DOLLARS(millions)
2020,H,Accommodation and Food Services,b_1-5,"Sales, government funding, grants and subsidies",2538,DOLLARS(millions)
2020,H,Accommodation and Food Services,b_1-5,Total assets,2647,DOLLARS(millions)
2020,H,Accommodation and Food Services,b_1-5,Total expenditure,2447,DOLLARS(millions)
2020,H,Accommodation and Food Services,b_1-5,Total income,2599,DOLLARS(millions)
2020,H,Accommodation and Food Services,c_6-9,Activity unit,3132,COUNT
2020,H,Accommodation and Food Services,c_6-9,Fixed tangible assets,643,DOLLARS(millions)
2020,H,Accommodation and Food Services,c_6-9,Operating profit before tax,51,DOLLARS(millions)
2020,H,Accommodation and Food Services,c_6-9,Rolling mean employees,22809,COUNT
2020,H,Accommodation and Food Services,c_6-9,Salaries and wages paid,633,DOLLARS(millions)
2020,H,Accommodation and Food Services,c_6-9,"Sales, government funding, grants and subsidies",1923,DOLLARS(millions)
2020,H,Accommodation and Food Services,c_6-9,Total assets,1388,DOLLARS(millions)
2020,H,Accommodation and Food Services,c_6-9,Total expenditure,1884,DOLLARS(millions)
2020,H,Accommodation and Food Services,c_6-9,Total income,1939,DOLLARS(millions)
2020,H,Accommodation and Food Services,d_10-19,Activity unit,2799,COUNT
2020,H,Accommodation and Food Services,d_10-19,Fixed tangible assets,1061,DOLLARS(millions)
2020,H,Accommodation and Food Services,d_10-19,Operating profit before tax,94,DOLLARS(millions)
2020,H,Accommodation and Food Services,d_10-19,Rolling mean employees,37614,COUNT
2020,H,Accommodation and Food Services,d_10-19,Salaries and wages paid,1039,DOLLARS(millions)
2020,H,Accommodation and Food Services,d_10-19,"Sales, government funding, grants and subsidies",2934,DOLLARS(millions)
2020,H,Accommodation and Food Services,d_10-19,Total assets,2071,DOLLARS(millions)
2020,H,Accommodation and Food Services,d_10-19,Total expenditure,2869,DOLLARS(millions)
2020,H,Accommodation and Food Services,d_10-19,Total income,2969,DOLLARS(millions)
2020,H,Accommodation and Food Services,e_20-49,Activity unit,1257,COUNT
2020,H,Accommodation and Food Services,e_20-49,Fixed tangible assets,1453,DOLLARS(millions)
2020,H,Accommodation and Food Services,e_20-49,Operating profit before tax,114,DOLLARS(millions)
2020,H,Accommodation and Food Services,e_20-49,Rolling mean employees,35469,COUNT
2020,H,Accommodation and Food Services,e_20-49,Salaries and wages paid,1022,DOLLARS(millions)
2020,H,Accommodation and Food Services,e_20-49,"Sales, government funding, grants and subsidies",2864,DOLLARS(millions)
2020,H,Accommodation and Food Services,e_20-49,Total assets,2424,DOLLARS(millions)
2020,H,Accommodation and Food Services,e_20-49,Total expenditure,2780,DOLLARS(millions)
2020,H,Accommodation and Food Services,e_20-49,Total income,2893,DOLLARS(millions)
2020,H,Accommodation and Food Services,f_50-99,Activity unit,204,COUNT
2020,H,Accommodation and Food Services,f_50-99,Fixed tangible assets,854,DOLLARS(millions)
2020,H,Accommodation and Food Services,f_50-99,Operating profit before tax,88,DOLLARS(millions)
2020,H,Accommodation and Food Services,f_50-99,Rolling mean employees,14058,COUNT
2020,H,Accommodation and Food Services,f_50-99,Salaries and wages paid,431,DOLLARS(millions)
2020,H,Accommodation and Food Services,f_50-99,"Sales, government funding, grants and subsidies",1285,DOLLARS(millions)
2020,H,Accommodation and Food Services,f_50-99,Total assets,1657,DOLLARS(millions)
2020,H,Accommodation and Food Services,f_50-99,Total expenditure,1233,DOLLARS(millions)
2020,H,Accommodation and Food Services,f_50-99,Total income,1319,DOLLARS(millions)
2020,H,Accommodation and Food Services,g_100-199,Activity unit,75,COUNT
2020,H,Accommodation and Food Services,g_100-199,Fixed tangible assets,1136,DOLLARS(millions)
2020,H,Accommodation and Food Services,g_100-199,Operating profit before tax,135,DOLLARS(millions)
2020,H,Accommodation and Food Services,g_100-199,Rolling mean employees,10959,COUNT
2020,H,Accommodation and Food Services,g_100-199,Salaries and wages paid,311,DOLLARS(millions)
2020,H,Accommodation and Food Services,g_100-199,"Sales, government funding, grants and subsidies",1093,DOLLARS(millions)
2020,H,Accommodation and Food Services,g_100-199,Total assets,2085,DOLLARS(millions)
2020,H,Accommodation and Food Services,g_100-199,Total expenditure,1001,DOLLARS(millions)
2020,H,Accommodation and Food Services,g_100-199,Total income,1106,DOLLARS(millions)
2020,H,Accommodation and Food Services,h_200+,Activity unit,45,COUNT
2020,H,Accommodation and Food Services,h_200+,Fixed tangible assets,1820,DOLLARS(millions)
2020,H,Accommodation and Food Services,h_200+,Operating profit before tax,318,DOLLARS(millions)
2020,H,Accommodation and Food Services,h_200+,Rolling mean employees,23847,COUNT
2020,H,Accommodation and Food Services,h_200+,Salaries and wages paid,792,DOLLARS(millions)
2020,H,Accommodation and Food Services,h_200+,"Sales, government funding, grants and subsidies",2584,DOLLARS(millions)
2020,H,Accommodation and Food Services,h_200+,Total assets,3896,DOLLARS(millions)
2020,H,Accommodation and Food Services,h_200+,Total expenditure,2302,DOLLARS(millions)
2020,H,Accommodation and Food Services,h_200+,Total income,2626,DOLLARS(millions)
2020,H,Accommodation and Food Services,i_Industry_Total,Activity unit,23250,COUNT
2020,H,Accommodation and Food Services,i_Industry_Total,Fixed tangible assets,11299,DOLLARS(millions)
2020,H,Accommodation and Food Services,i_Industry_Total,Operating profit before tax,1057,DOLLARS(millions)
2020,H,Accommodation and Food Services,i_Industry_Total,Rolling mean employees,165963,COUNT
2020,H,Accommodation and Food Services,i_Industry_Total,Salaries and wages paid,5142,DOLLARS(millions)
2020,H,Accommodation and Food Services,i_Industry_Total,"Sales, government funding, grants and subsidies",16575,DOLLARS(millions)
2020,H,Accommodation and Food Services,i_Industry_Total,Total assets,20293,DOLLARS(millions)
2020,H,Accommodation and Food Services,i_Industry_Total,Total expenditure,15766,DOLLARS(millions)
2020,H,Accommodation and Food Services,i_Industry_Total,Total income,16869,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",a_0,Activity unit,10440,COUNT
2020,I,"Transport, Postal and Warehousing",a_0,Fixed tangible assets,5873,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",a_0,Operating profit before tax,353,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",a_0,Rolling mean employees,0,COUNT
2020,I,"Transport, Postal and Warehousing",a_0,Salaries and wages paid,175,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",a_0,"Sales, government funding, grants and subsidies",2290,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",a_0,Total assets,7663,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",a_0,Total expenditure,1977,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",a_0,Total income,2346,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",b_1-5,Activity unit,3969,COUNT
2020,I,"Transport, Postal and Warehousing",b_1-5,Fixed tangible assets,1112,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",b_1-5,Operating profit before tax,147,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",b_1-5,Rolling mean employees,7602,COUNT
2020,I,"Transport, Postal and Warehousing",b_1-5,Salaries and wages paid,457,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",b_1-5,"Sales, government funding, grants and subsidies",1790,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",b_1-5,Total assets,2099,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",b_1-5,Total expenditure,1668,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",b_1-5,Total income,1814,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",c_6-9,Activity unit,624,COUNT
2020,I,"Transport, Postal and Warehousing",c_6-9,Fixed tangible assets,426,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",c_6-9,Operating profit before tax,83,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",c_6-9,Rolling mean employees,4521,COUNT
2020,I,"Transport, Postal and Warehousing",c_6-9,Salaries and wages paid,228,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",c_6-9,"Sales, government funding, grants and subsidies",907,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",c_6-9,Total assets,1060,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",c_6-9,Total expenditure,842,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",c_6-9,Total income,919,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",d_10-19,Activity unit,582,COUNT
2020,I,"Transport, Postal and Warehousing",d_10-19,Fixed tangible assets,1003,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",d_10-19,Operating profit before tax,67,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",d_10-19,Rolling mean employees,7803,COUNT
2020,I,"Transport, Postal and Warehousing",d_10-19,Salaries and wages paid,450,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",d_10-19,"Sales, government funding, grants and subsidies",1623,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",d_10-19,Total assets,1880,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",d_10-19,Total expenditure,1621,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",d_10-19,Total income,1638,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",e_20-49,Activity unit,396,COUNT
2020,I,"Transport, Postal and Warehousing",e_20-49,Fixed tangible assets,1709,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",e_20-49,Operating profit before tax,157,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",e_20-49,Rolling mean employees,11844,COUNT
2020,I,"Transport, Postal and Warehousing",e_20-49,Salaries and wages paid,747,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",e_20-49,"Sales, government funding, grants and subsidies",2537,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",e_20-49,Total assets,3203,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",e_20-49,Total expenditure,2429,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",e_20-49,Total income,2586,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",f_50-99,Activity unit,132,COUNT
2020,I,"Transport, Postal and Warehousing",f_50-99,Fixed tangible assets,1443,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",f_50-99,Operating profit before tax,219,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",f_50-99,Rolling mean employees,9459,COUNT
2020,I,"Transport, Postal and Warehousing",f_50-99,Salaries and wages paid,623,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",f_50-99,"Sales, government funding, grants and subsidies",2256,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",f_50-99,Total assets,2808,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",f_50-99,Total expenditure,2098,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",f_50-99,Total income,2311,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",g_100-199,Activity unit,60,COUNT
2020,I,"Transport, Postal and Warehousing",g_100-199,Fixed tangible assets,2066,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",g_100-199,Operating profit before tax,121,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",g_100-199,Rolling mean employees,8109,COUNT
2020,I,"Transport, Postal and Warehousing",g_100-199,Salaries and wages paid,563,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",g_100-199,"Sales, government funding, grants and subsidies",1999,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",g_100-199,Total assets,3075,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",g_100-199,Total expenditure,1970,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",g_100-199,Total income,2038,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",h_200+,Activity unit,75,COUNT
2020,I,"Transport, Postal and Warehousing",h_200+,Fixed tangible assets,18146,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",h_200+,Operating profit before tax,499,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",h_200+,Rolling mean employees,49833,COUNT
2020,I,"Transport, Postal and Warehousing",h_200+,Salaries and wages paid,3693,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",h_200+,"Sales, government funding, grants and subsidies",13058,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",h_200+,Total assets,31800,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",h_200+,Total expenditure,13699,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",h_200+,Total income,13787,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",i_Industry_Total,Activity unit,16278,COUNT
2020,I,"Transport, Postal and Warehousing",i_Industry_Total,Fixed tangible assets,31777,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",i_Industry_Total,Operating profit before tax,1645,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",i_Industry_Total,Rolling mean employees,99171,COUNT
2020,I,"Transport, Postal and Warehousing",i_Industry_Total,Salaries and wages paid,6935,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",i_Industry_Total,"Sales, government funding, grants and subsidies",26459,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",i_Industry_Total,Total assets,53589,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",i_Industry_Total,Total expenditure,26304,DOLLARS(millions)
2020,I,"Transport, Postal and Warehousing",i_Industry_Total,Total income,27439,DOLLARS(millions)
2020,J,Information Media and Telecommunications,a_0,Activity unit,5091,COUNT
2020,J,Information Media and Telecommunications,a_0,Fixed tangible assets,C,DOLLARS(millions)
2020,J,Information Media and Telecommunications,a_0,Operating profit before tax,195,DOLLARS(millions)
2020,J,Information Media and Telecommunications,a_0,Rolling mean employees,0,COUNT
2020,J,Information Media and Telecommunications,a_0,Salaries and wages paid,191,DOLLARS(millions)
2020,J,Information Media and Telecommunications,a_0,"Sales, government funding, grants and subsidies",1242,DOLLARS(millions)
2020,J,Information Media and Telecommunications,a_0,Total assets,1627,DOLLARS(millions)
2020,J,Information Media and Telecommunications,a_0,Total expenditure,1047,DOLLARS(millions)
2020,J,Information Media and Telecommunications,a_0,Total income,1247,DOLLARS(millions)
2020,J,Information Media and Telecommunications,b_1-5,Activity unit,1011,COUNT
2020,J,Information Media and Telecommunications,b_1-5,Fixed tangible assets,78,DOLLARS(millions)
2020,J,Information Media and Telecommunications,b_1-5,Operating profit before tax,24,DOLLARS(millions)
2020,J,Information Media and Telecommunications,b_1-5,Rolling mean employees,1956,COUNT
2020,J,Information Media and Telecommunications,b_1-5,Salaries and wages paid,154,DOLLARS(millions)
2020,J,Information Media and Telecommunications,b_1-5,"Sales, government funding, grants and subsidies",754,DOLLARS(millions)
2020,J,Information Media and Telecommunications,b_1-5,Total assets,661,DOLLARS(millions)
2020,J,Information Media and Telecommunications,b_1-5,Total expenditure,742,DOLLARS(millions)
2020,J,Information Media and Telecommunications,b_1-5,Total income,758,DOLLARS(millions)
2020,J,Information Media and Telecommunications,c_6-9,Activity unit,141,COUNT
2020,J,Information Media and Telecommunications,c_6-9,Fixed tangible assets,51,DOLLARS(millions)
2020,J,Information Media and Telecommunications,c_6-9,Operating profit before tax,-19,DOLLARS(millions)
2020,J,Information Media and Telecommunications,c_6-9,Rolling mean employees,1020,COUNT
2020,J,Information Media and Telecommunications,c_6-9,Salaries and wages paid,65,DOLLARS(millions)
2020,J,Information Media and Telecommunications,c_6-9,"Sales, government funding, grants and subsidies",461,DOLLARS(millions)
2020,J,Information Media and Telecommunications,c_6-9,Total assets,533,DOLLARS(millions)
2020,J,Information Media and Telecommunications,c_6-9,Total expenditure,502,DOLLARS(millions)
2020,J,Information Media and Telecommunications,c_6-9,Total income,478,DOLLARS(millions)
2020,J,Information Media and Telecommunications,d_10-19,Activity unit,168,COUNT
2020,J,Information Media and Telecommunications,d_10-19,Fixed tangible assets,72,DOLLARS(millions)
2020,J,Information Media and Telecommunications,d_10-19,Operating profit before tax,9,DOLLARS(millions)
2020,J,Information Media and Telecommunications,d_10-19,Rolling mean employees,2262,COUNT
2020,J,Information Media and Telecommunications,d_10-19,Salaries and wages paid,136,DOLLARS(millions)
2020,J,Information Media and Telecommunications,d_10-19,"Sales, government funding, grants and subsidies",410,DOLLARS(millions)
2020,J,Information Media and Telecommunications,d_10-19,Total assets,610,DOLLARS(millions)
2020,J,Information Media and Telecommunications,d_10-19,Total expenditure,437,DOLLARS(millions)
2020,J,Information Media and Telecommunications,d_10-19,Total income,415,DOLLARS(millions)
2020,J,Information Media and Telecommunications,e_20-49,Activity unit,60,COUNT
2020,J,Information Media and Telecommunications,e_20-49,Fixed tangible assets,84,DOLLARS(millions)
2020,J,Information Media and Telecommunications,e_20-49,Operating profit before tax,31,DOLLARS(millions)
2020,J,Information Media and Telecommunications,e_20-49,Rolling mean employees,1923,COUNT
2020,J,Information Media and Telecommunications,e_20-49,Salaries and wages paid,139,DOLLARS(millions)
2020,J,Information Media and Telecommunications,e_20-49,"Sales, government funding, grants and subsidies",527,DOLLARS(millions)
2020,J,Information Media and Telecommunications,e_20-49,Total assets,694,DOLLARS(millions)
2020,J,Information Media and Telecommunications,e_20-49,Total expenditure,552,DOLLARS(millions)
2020,J,Information Media and Telecommunications,e_20-49,Total income,535,DOLLARS(millions)
2020,J,Information Media and Telecommunications,f_50-99,Activity unit,24,COUNT
2020,J,Information Media and Telecommunications,f_50-99,Fixed tangible assets,36,DOLLARS(millions)
2020,J,Information Media and Telecommunications,f_50-99,Operating profit before tax,-3,DOLLARS(millions)
2020,J,Information Media and Telecommunications,f_50-99,Rolling mean employees,1566,COUNT
2020,J,Information Media and Telecommunications,f_50-99,Salaries and wages paid,96,DOLLARS(millions)
2020,J,Information Media and Telecommunications,f_50-99,"Sales, government funding, grants and subsidies",274,DOLLARS(millions)
2020,J,Information Media and Telecommunications,f_50-99,Total assets,324,DOLLARS(millions)
2020,J,Information Media and Telecommunications,f_50-99,Total expenditure,295,DOLLARS(millions)
2020,J,Information Media and Telecommunications,f_50-99,Total income,288,DOLLARS(millions)
2020,J,Information Media and Telecommunications,g_100-199,Activity unit,15,COUNT
2020,J,Information Media and Telecommunications,g_100-199,Fixed tangible assets,C,DOLLARS(millions)
2020,J,Information Media and Telecommunications,g_100-199,Operating profit before tax,C,DOLLARS(millions)
2020,J,Information Media and Telecommunications,g_100-199,Rolling mean employees,2025,COUNT
2020,J,Information Media and Telecommunications,g_100-199,Salaries and wages paid,123,DOLLARS(millions)
2020,J,Information Media and Telecommunications,g_100-199,"Sales, government funding, grants and subsidies",432,DOLLARS(millions)
2020,J,Information Media and Telecommunications,g_100-199,Total assets,1465,DOLLARS(millions)
2020,J,Information Media and Telecommunications,g_100-199,Total expenditure,375,DOLLARS(millions)
2020,J,Information Media and Telecommunications,g_100-199,Total income,433,DOLLARS(millions)
2020,J,Information Media and Telecommunications,h_200+,Activity unit,18,COUNT
2020,J,Information Media and Telecommunications,h_200+,Fixed tangible assets,7717,DOLLARS(millions)
2020,J,Information Media and Telecommunications,h_200+,Operating profit before tax,804,DOLLARS(millions)
2020,J,Information Media and Telecommunications,h_200+,Rolling mean employees,18300,COUNT
2020,J,Information Media and Telecommunications,h_200+,Salaries and wages paid,1480,DOLLARS(millions)
2020,J,Information Media and Telecommunications,h_200+,"Sales, government funding, grants and subsidies",9719,DOLLARS(millions)
2020,J,Information Media and Telecommunications,h_200+,Total assets,18234,DOLLARS(millions)
2020,J,Information Media and Telecommunications,h_200+,Total expenditure,9384,DOLLARS(millions)
2020,J,Information Media and Telecommunications,h_200+,Total income,9984,DOLLARS(millions)
2020,J,Information Media and Telecommunications,i_Industry_Total,Activity unit,6531,COUNT
2020,J,Information Media and Telecommunications,i_Industry_Total,Fixed tangible assets,9499,DOLLARS(millions)
2020,J,Information Media and Telecommunications,i_Industry_Total,Operating profit before tax,C,DOLLARS(millions)
2020,J,Information Media and Telecommunications,i_Industry_Total,Rolling mean employees,29052,COUNT
2020,J,Information Media and Telecommunications,i_Industry_Total,Salaries and wages paid,2385,DOLLARS(millions)
2020,J,Information Media and Telecommunications,i_Industry_Total,"Sales, government funding, grants and subsidies",13820,DOLLARS(millions)
2020,J,Information Media and Telecommunications,i_Industry_Total,Total assets,24148,DOLLARS(millions)
2020,J,Information Media and Telecommunications,i_Industry_Total,Total expenditure,13334,DOLLARS(millions)
2020,J,Information Media and Telecommunications,i_Industry_Total,Total income,14138,DOLLARS(millions)
2020,K,Financial and Insurance Services,a_0,Activity unit,28314,COUNT
2020,K,Financial and Insurance Services,a_0,Fixed tangible assets,23834,DOLLARS(millions)
2020,K,Financial and Insurance Services,a_0,Operating profit before tax,11787,DOLLARS(millions)
2020,K,Financial and Insurance Services,a_0,Rolling mean employees,0,COUNT
2020,K,Financial and Insurance Services,a_0,Salaries and wages paid,585,DOLLARS(millions)
2020,K,Financial and Insurance Services,a_0,"Sales, government funding, grants and subsidies",7398,DOLLARS(millions)
2020,K,Financial and Insurance Services,a_0,Total assets,469730,DOLLARS(millions)
2020,K,Financial and Insurance Services,a_0,Total expenditure,16075,DOLLARS(millions)
2020,K,Financial and Insurance Services,a_0,Total income,29461,DOLLARS(millions)
2020,K,Financial and Insurance Services,b_1-5,Activity unit,2214,COUNT
2020,K,Financial and Insurance Services,b_1-5,Fixed tangible assets,703,DOLLARS(millions)
2020,K,Financial and Insurance Services,b_1-5,Operating profit before tax,631,DOLLARS(millions)
2020,K,Financial and Insurance Services,b_1-5,Rolling mean employees,4062,COUNT
2020,K,Financial and Insurance Services,b_1-5,Salaries and wages paid,423,DOLLARS(millions)
2020,K,Financial and Insurance Services,b_1-5,"Sales, government funding, grants and subsidies",1679,DOLLARS(millions)
2020,K,Financial and Insurance Services,b_1-5,Total assets,22369,DOLLARS(millions)
2020,K,Financial and Insurance Services,b_1-5,Total expenditure,2022,DOLLARS(millions)
2020,K,Financial and Insurance Services,b_1-5,Total income,2664,DOLLARS(millions)
2020,K,Financial and Insurance Services,c_6-9,Activity unit,300,COUNT
2020,K,Financial and Insurance Services,c_6-9,Fixed tangible assets,111,DOLLARS(millions)
2020,K,Financial and Insurance Services,c_6-9,Operating profit before tax,228,DOLLARS(millions)
2020,K,Financial and Insurance Services,c_6-9,Rolling mean employees,2073,COUNT
2020,K,Financial and Insurance Services,c_6-9,Salaries and wages paid,227,DOLLARS(millions)
2020,K,Financial and Insurance Services,c_6-9,"Sales, government funding, grants and subsidies",646,DOLLARS(millions)
2020,K,Financial and Insurance Services,c_6-9,Total assets,23411,DOLLARS(millions)
2020,K,Financial and Insurance Services,c_6-9,Total expenditure,1127,DOLLARS(millions)
2020,K,Financial and Insurance Services,c_6-9,Total income,1350,DOLLARS(millions)
2020,K,Financial and Insurance Services,d_10-19,Activity unit,183,COUNT
2020,K,Financial and Insurance Services,d_10-19,Fixed tangible assets,99,DOLLARS(millions)
2020,K,Financial and Insurance Services,d_10-19,Operating profit before tax,168,DOLLARS(millions)
2020,K,Financial and Insurance Services,d_10-19,Rolling mean employees,2382,COUNT
2020,K,Financial and Insurance Services,d_10-19,Salaries and wages paid,244,DOLLARS(millions)
2020,K,Financial and Insurance Services,d_10-19,"Sales, government funding, grants and subsidies",603,DOLLARS(millions)
2020,K,Financial and Insurance Services,d_10-19,Total assets,14504,DOLLARS(millions)
2020,K,Financial and Insurance Services,d_10-19,Total expenditure,1307,DOLLARS(millions)
2020,K,Financial and Insurance Services,d_10-19,Total income,1523,DOLLARS(millions)
2020,K,Financial and Insurance Services,e_20-49,Activity unit,84,COUNT
2020,K,Financial and Insurance Services,e_20-49,Fixed tangible assets,64,DOLLARS(millions)
2020,K,Financial and Insurance Services,e_20-49,Operating profit before tax,672,DOLLARS(millions)
2020,K,Financial and Insurance Services,e_20-49,Rolling mean employees,2508,COUNT
2020,K,Financial and Insurance Services,e_20-49,Salaries and wages paid,275,DOLLARS(millions)
2020,K,Financial and Insurance Services,e_20-49,"Sales, government funding, grants and subsidies",1132,DOLLARS(millions)
2020,K,Financial and Insurance Services,e_20-49,Total assets,12644,DOLLARS(millions)
2020,K,Financial and Insurance Services,e_20-49,Total expenditure,1640,DOLLARS(millions)
2020,K,Financial and Insurance Services,e_20-49,Total income,1917,DOLLARS(millions)
2020,K,Financial and Insurance Services,f_50-99,Activity unit,39,COUNT
2020,K,Financial and Insurance Services,f_50-99,Fixed tangible assets,42,DOLLARS(millions)
2020,K,Financial and Insurance Services,f_50-99,Operating profit before tax,412,DOLLARS(millions)
2020,K,Financial and Insurance Services,f_50-99,Rolling mean employees,2766,COUNT
2020,K,Financial and Insurance Services,f_50-99,Salaries and wages paid,327,DOLLARS(millions)
2020,K,Financial and Insurance Services,f_50-99,"Sales, government funding, grants and subsidies",1064,DOLLARS(millions)
2020,K,Financial and Insurance Services,f_50-99,Total assets,C,DOLLARS(millions)
2020,K,Financial and Insurance Services,f_50-99,Total expenditure,1228,DOLLARS(millions)
2020,K,Financial and Insurance Services,f_50-99,Total income,1661,DOLLARS(millions)
2020,K,Financial and Insurance Services,g_100-199,Activity unit,24,COUNT
2020,K,Financial and Insurance Services,g_100-199,Fixed tangible assets,47,DOLLARS(millions)
2020,K,Financial and Insurance Services,g_100-199,Operating profit before tax,215,DOLLARS(millions)
2020,K,Financial and Insurance Services,g_100-199,Rolling mean employees,3348,COUNT
2020,K,Financial and Insurance Services,g_100-199,Salaries and wages paid,250,DOLLARS(millions)
2020,K,Financial and Insurance Services,g_100-199,"Sales, government funding, grants and subsidies",748,DOLLARS(millions)
2020,K,Financial and Insurance Services,g_100-199,Total assets,C,DOLLARS(millions)
2020,K,Financial and Insurance Services,g_100-199,Total expenditure,1245,DOLLARS(millions)
2020,K,Financial and Insurance Services,g_100-199,Total income,1545,DOLLARS(millions)
2020,K,Financial and Insurance Services,h_200+,Activity unit,48,COUNT
2020,K,Financial and Insurance Services,h_200+,Fixed tangible assets,811,DOLLARS(millions)
2020,K,Financial and Insurance Services,h_200+,Operating profit before tax,8397,DOLLARS(millions)
2020,K,Financial and Insurance Services,h_200+,Rolling mean employees,44976,COUNT
2020,K,Financial and Insurance Services,h_200+,Salaries and wages paid,4481,DOLLARS(millions)
